"","X","title.info","date","briefs","story.link"
"1494",1494,"Telephone conversation with President of the United Arab Emirates Sheikh Khalifa bin Zayed Al Nahyan","2012-02-23","Dmitry Medvedev had a telephone conversation with President of the United Arab Emirates Sheikh Khalifa bin Zayed Al Nahyan, as part of an effort to broaden telephone contacts regarding the situation in Syria (earlier, the President of Russia spoke with King Abdullah of Saudi Arabia, President of Iran Mahmoud Ahmadinejad, and Prime Minister of Iraq Nouri al-Maliki).","http://eng.kremlin.ru/news/3467"
"1495",1495,"Condolences to President of Argentina Cristina Fernandez de Kirchner","2012-02-23","Dmitry Medvedev offered his condolences to President of Argentina Cristina Fernandez de Kirchner on the loss of lives in a train crash in the Argentinian capital.","http://eng.kremlin.ru/news/3463"
"1496",1496,"Telephone conversations with heads of Saudi Arabia, Iraq and Iran","2012-02-22","Dmitry Medvedev had telephone conversations with King of Saudi Arabia Abdullah bin Abdul Aziz, Prime Minister of Iraq Nouri al-Maliki, and President of Iran Mahmoud Ahmadinejad.","http://eng.kremlin.ru/news/3461"
"1497",1497,"Telephone conversation with President of Iran Mahmoud Ahmadinejad","2012-02-22","Dmitry Medvedev had a telephone conversation with President of Iran Mahmoud Ahmadinejad.","http://eng.kremlin.ru/news/3460"
"1498",1498,"Telephone conversation with Prime Minister of Iraq Nouri al-Maliki","2012-02-22","Dmitry Medvedev had a telephone conversation with Prime Minister of Iraq Nouri al-Maliki.","http://eng.kremlin.ru/news/3456"
"1499",1499,"Meeting with Gazprom CEO Alexei Miller","2012-02-22","Mr Miller briefed Dmitry Medvedev about the progress with the South Stream project and gave an overview of the Russian-Ukrainian gas cooperation.","http://eng.kremlin.ru/news/3462"
"1500",1500,"Telephone conversation with King of Saudi Arabia Abdullah bin Abdul Aziz al-Saud","2012-02-22","Dmitry Medvedev had a telephone conversation with King of Saudi Arabia Abdullah bin Abdul Aziz al-Saud.","http://eng.kremlin.ru/news/3452"
"1501",1501,"Presentation by foreign ambassadors of their letters of credence","2012-02-22","Dmitry Medvedev received letters of credence from new ambassadors to the Russian Federation from the Republic of Korea, Switzerland, the USA, Lithuania, Cote d’Ivoire, Zambia, Indonesia, and Panama.","http://eng.kremlin.ru/news/3455"
"1502",1502,"Telephone conversation with Alexander Ankvab","2012-02-22","Dmitry Medvedev had a telephone conversation with President of Abkhazia Alexander Ankvab.","http://eng.kremlin.ru/news/3451"
"1503",1503,"Congratulations to King Harald V of Norway","2012-02-21","Dmitry Medvedev sent a message to King Harald V of Norway congratulating him on his birthday.","http://eng.kremlin.ru/news/3443"
"1504",1504,"Meeting with US Senate Finance Committee Chairman Max Baucus","2012-02-20","Dmitry Medvedev received US Senate Finance Committee Chairman Max Baucus, who is directly involved in decision-making on US international economic policy.","http://eng.kremlin.ru/news/3448"
"1505",1505,"Dmitry Medvedev will meet with President of Kyrgyzstan Almazbek Atambayev","2012-02-20","Dmitry Medvedev will hold talks with President of Kyrgyzstan Almazbek Atambayev in Moscow on February 24.","http://eng.kremlin.ru/news/3437"
"1506",1506,"Congratulations to President of Slovenia Danilo Turk","2012-02-19","Dmitry Medvedev sent a message to President of Slovenia Danilo Turk, congratulating him on his 60th birthday.","http://eng.kremlin.ru/news/3435"
"1507",1507,"Dmitry Medvedev sent a telegram to Emperor Akihito of Japan following his successful heart operation","2012-02-18",NA,"http://eng.kremlin.ru/news/3438"
"1508",1508,"Russian-Chilean partnership agreement sent to State Duma for ratification","2012-02-17","Dmitry Medvedev submitted to the State Duma for ratification the Agreement on Partnership Relations between the Russian Federation and the Republic of Chile, signed in Yokohama on November 13, 2010.","http://eng.kremlin.ru/news/3433"
"1509",1509,"Condolences to President of Palestinian National Authority Mahmoud Abbas","2012-02-16","Dmitry Medvedev sent his condolences to President of the Palestinian National Authority Mahmoud Abbas following a traffic accident that took lives of several children.","http://eng.kremlin.ru/news/3431"
"1510",1510,"Instruction on holding the Year of Russian Tourism in China and Year of Chinese Tourism in Russia","2012-02-14","Instruction on holding the Year of Russian Tourism in China and Year of Chinese Tourism in Russia.","http://eng.kremlin.ru/acts/3421"
"1511",1511,"Congratulations to President of Turkmenistan Gurbanguly Berdimuhamedov","2012-02-13","Dmitry Medvedev congratulated Gurbanguly Berdimuhamedov on his re-election as President of Turkmenistan.","http://eng.kremlin.ru/news/3422"
"1512",1512,"Congratulations to President of Benin on his election to post of African Union Chairman","2012-02-10","Dmitry Medvedev sent a congratulatory message to President of the Republic of Benin Yayi Boni following his election to the post of Chairman of the African Union.","http://eng.kremlin.ru/news/3409"
"1513",1513,"Meeting with Foreign Ministry staff","2012-02-09","Dmitry Medvedev held a meeting with Foreign Ministry staff on the eve of their professional holiday, the Diplomats' Day.","http://eng.kremlin.ru/news/3403"
"1514",1514,"Telephone conversation with President of France Nicolas Sarkozy","2012-02-08","Dmitry Medvedev had a telephone conversation with President of France Nicolas Sarkozy.","http://eng.kremlin.ru/news/3401"
"1515",1515,"Telephone conversation with Prime Minister of Turkey Recep Tayyip Erdogan","2012-02-08","Dmitry Medvedev had a telephone conversation with Prime Minister of Turkey Recep Tayyip Erdogan.","http://eng.kremlin.ru/news/3400"
"1516",1516,"Congratulations to Sauli Niinisto on his election as President of Finland","2012-02-06","Dmitry Medvedev congratulated Sauli Niinisto on his election as President of the Republic of Finland.","http://eng.kremlin.ru/news/3392"
"1517",1517,"Condolences to Chairman of the Supreme Council of Egypt’s Armed Forces Field Marshal Mohamed Hussein Tantawi","2012-02-02","Dmitry Medvedev sent his condolences to Chairman of the Supreme Council of the Armed Forces of the Arab Republic of Egypt Field Marshal Mohamed Hussein Tantawi in connection with the loss of life in the riots that broke out following a national championship football match.","http://eng.kremlin.ru/news/3382"
"1518",1518,"Ratification of agreement with Estonia on cooperation in pension provision","2012-02-02","Dmitry Medvedev signed Federal Law On Ratification of the Agreement between the Russian Federation and the Republic of Estonia on Cooperation in Pension Provision.","http://eng.kremlin.ru/news/3386"
"1519",1519,"Law on Russia’s accession to the Convention on Combating Bribery of Foreign Public Officials","2012-02-01","Dmitry Medvedev signed Federal Law On Russia’s Accession to the Convention on Combating Bribery of Foreign Public Officials in International Business Transactions.","http://eng.kremlin.ru/news/3379"
"1520",1520,"Telephone conversation with King Abdullah II of Jordan","2012-01-30","Dmitry Medvedev had a telephone conversation with King Abdullah II of the Hashemite Kingdom of Jordan.","http://eng.kremlin.ru/news/3373"
"1521",1521,"Congratulations to President of Uzbekistan Islam Karimov on his birthday","2012-01-30","Dmitry Medvedev sent birthday greetings to President of Uzbekistan Islam Karimov.","http://eng.kremlin.ru/news/3374"
"1522",1522,"Dmitry Medvedev's article, “Integrate to Grow, Innovate to Prosper”","2012-01-28",NA,"http://eng.kremlin.ru/transcripts/3370"
"1523",1523,"Congratulations to Pratibha Patil and Manmohan Singh on Republic Day","2012-01-26","Dmitry Medvedev congratulated President of India Pratibha Patil and Prime Minister of India Manmohan Singh on India’s national holiday, the Republic Day.","http://eng.kremlin.ru/news/3364"
"1524",1524,"New bridge on the Russia-Abkhazia border","2012-01-24","On the Russia-Abkhazia border, Dmitry Medvedev and Alexander Ankvab inspected the reconstructed Adler checkpoint and a new bridge for vehicles and pedestrians, which will open on January 25.","http://eng.kremlin.ru/news/3355"
"1525",1525,"Executive Order on withdrawing Russian peacekeeping troops from Sudan","2012-01-24","Dmitry Medvedev signed Executive Order On the Withdrawal of the Russian Armed Forces Military Unit Taking Part in the UN Peacekeeping Operation in the Republic of Sudan.","http://eng.kremlin.ru/news/3354"
"1526",1526,"Informal meeting with President of Belarus Alexander Lukashenko","2012-01-23","Dmitry Medvedev discussed current Russian-Belarusian bilateral relations with Alexander Lukashenko.","http://eng.kremlin.ru/news/3360"
"1527",1527,"Condolences to President of Nigeria Goodluck Jonathan","2012-01-23","Dmitry Medvedev sent his condolences to President of the Federal Republic of Nigeria Goodluck Jonathan following the many lives taken by major terrorist attacks in the city of Kano.","http://eng.kremlin.ru/news/3353"
"1528",1528,"Meeting with the presidents of Azerbaijan and Armenia","2012-01-23","Dmitry Medvedev, President of Azerbaijan Ilham Aliyev, and President of Armenia Serzh Sargsyan discussed further steps toward settling the Nagorno Karabakh conflict.","http://eng.kremlin.ru/news/3351"
"1529",1529,"Meeting with President of Azerbaijan Ilham Aliyev","2012-01-23","Dmitry Medvedev and Ilham Aliyev discussed current Russian-Azerbaijani relations and the situation in the Caucasus region.","http://eng.kremlin.ru/news/3350"
"1530",1530,"Mikhail Bogdanov appointed special presidential envoy for the Middle East","2012-01-23","Dmitry Medvedev signed an executive order appointing Deputy Foreign Minister Mikhail Bogdanov special presidential envoy for the Middle East.","http://eng.kremlin.ru/news/3352"
"1531",1531,"Meeting with President of Armenia Serzh Sargsyan","2012-01-23","Dmitry Medvedev and Serzh Sargsyan discussed current Russian-Armenian cooperation matters and the regional agenda.","http://eng.kremlin.ru/news/3349"
"1532",1532,"Meeting with President of Palestinian National Authority Mahmoud Abbas","2012-01-20","Dmitry Medvedev and Mahmoud Abbas discussed the prospects for developing bilateral relations and examined current issues on the regional agenda.","http://eng.kremlin.ru/news/3348"
"1533",1533,"Presidents of Russia, Armenia, and Azerbaijan will hold a trilateral meeting in Sochi on January 23, 2012","2012-01-18",NA,"http://eng.kremlin.ru/news/3340"
"1534",1534,"Meeting with President of Finland Tarja Halonen","2012-01-17","Dmitry Medvedev and Tarja Halonen discussed the prospects of bilateral relations in view of the upcoming presidential elections in Russia and in Finland, as well as topical issues on the regional and international agenda.","http://eng.kremlin.ru/news/3334"
"1535",1535,"Congratulations to President of Guatemala Otto Perez Molina","2012-01-14","Dmitry Medvedev congratulated Otto Perez Molina on assuming the office of President of the Republic of Guatemala.","http://eng.kremlin.ru/news/3328"
"1536",1536,"President of the Palestinian National Authority Mahmoud Abbas will make a working visit to Russia on January 19-24","2012-01-12",NA,"http://eng.kremlin.ru/news/3316"
"1537",1537,"President of Finland Tarja Halonen will visit Russia","2012-01-10",NA,"http://eng.kremlin.ru/news/3308"
"1538",1538,"Telephone conversation with President of Iran Mahmoud Ahmadinejad","2012-01-05","Dmitry Medvedev had a telephone conversation with President of Islamic Republic of Iran Mahmoud Ahmadinejad. The conversation took place at Iran's initiative.","http://eng.kremlin.ru/news/3302"
"1539",1539,"Russian-Tajikistani Border Cooperation Agreement has been submitted to the State Duma for ratification","2012-01-05","Dmitry Medvedev submitted to the State Duma for ratification the Border Cooperation Agreement between the Russian Federation and the Republic of Tajikistan, signed in Dushanbe on September 2, 2011.","http://eng.kremlin.ru/news/3303"
"1540",1540,"Sergei Ivanov met with President of Trans-Dniester Yevgeny Shevchuk","2012-01-03","Chief of Staff of the Presidential Executive Office Sergei Ivanov had a meeting with President of Trans-Dniester Yevgeny Shevchuk.","http://eng.state.kremlin.ru/face/3301"
"1541",1541,"Congratulations to foreign heads of state and government","2011-12-31","Dmitry Medvedev sent New Year congratulations to foreign heads of state and government.","http://eng.kremlin.ru/news/3300"
"1542",1542,"Order on holding the Year of Russia in Germany and the Year of Germany in Russia","2011-12-30","Dmitry Medvedev signed an order On holding the Year of the Russian Federation in the Federal Republic of Germany and the Year of the Federal Republic of Germany in the Russian Federation with a view to further developing Russian-German relations.","http://eng.kremlin.ru/news/3298"
"1543",1543,"Igor Shuvalov appointed Russia's representative to the Eurasian Economic Commission Council","2011-12-28",NA,"http://eng.kremlin.ru/news/3290"
"1544",1544,"Condolences to President of Nigeria Goodluck Jonathan","2011-12-26","Dmitry Medvedev sent his condolences to President of the Federal Republic of Nigeria Goodluck Jonathan following terrorist attacks.","http://eng.kremlin.ru/news/3278"
"1545",1545,"Telephone conversation with President of Azerbaijan Ilham Aliyev","2011-12-24","Dmitry Medvedev spoke by telephone with President of Azerbaijan Ilham Aliyev. The conversation took place at Russia’s initiative.","http://eng.kremlin.ru/news/3276"
"1546",1546,"Congratulations to Emperor Akihito of Japan","2011-12-23","Dmitry Medvedev congratulated HIM Emperor Akihito of Japan on his birthday.","http://eng.kremlin.ru/news/3279"
